id,playerAge,buyTicketTimeOfComp,packNormalScore,packReverseScore,packTimeOfComp,lab1Time,lab2Time,lab3Time,lab1Latency,lab2Latency,lab3Latency,lab1Hits,lab2Hits,lab3Hits,lab1Crosses,lab2Crosses,lab3Crosses,lab1DeadEnds,lab2DeadEnds,lab3DeadEnds,labXHits,labXCrosses,labXDeadEnds,labTimeOfComp,waitRoomCorrect,waitRoomIncorrect,waitRoomMissed,flyPlaneCorrect,flyPlaneIncorrect,flyPlaneMissed,flyPlaneGreenCorrect,flyPlaneGreenIncorrect,flyPlaneGreenMissed,flyPlaneTimeOfComp,coinsMinCorrect,coinsMinIncorrect,coinsMinMissed,coinsExtraCorrect,coinsExtraIncorrect,coinsExtraMissed,coinsSelected,coinsClicksBeforeMin,coinsTimeOfComp,unPackFirstSelected,unPackFirstCorrect,unPackFirstPerc,unPackS1Correct,unPackS2Correct,unPackS3Correct,unPackS1Incorrect,unPackS2Incorrect,unPackS3Incorrect,unPackS1Repeated,unPackS2Repeated,unPackS3Repeated,unPackFourFirstSample,unPackFourLastSample,unPackGroupingSample,unPackSpacialPrecisionSample,unPackTimeOfComp
186,11,121,2,1,194,72.3176,75.501,25.5837,3.91673,3.65008,2.58325,8,8,28,1,4,19,0,2,2,14.67,8,1.33,181,9,6,2,28,1,1,8,1,0,52,11,0,13,5,0,8,"[""215"",""218"",""222"",""204"",""168"",""147"",""154"",""127"",""110"",""82"",""73"",""Coin59"",""Coin50"",""Coin22"",""Coin25"",""Coin14""]",0,86,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,10,12,11,2,1,0,0,1,0,"[25,0,50,0]","[25,25,25,0]","[4,1,4,0]","[7,8,6,0]",431
187,10,75,3,2,264,51.2173,45.5841,7.03358,2.76694,8.28349,5.38356,9,16,7,4,7,6,2,1,1,10.67,5.67,1.33,112,7,186,4,28,2,0,8,1,0,74,9,9,15,0,0,15,"[""3"",""14"",""32"",""20"",""39"",""63"",""59"",""56"",""54"",""49"",""73"",""93"",""89"",""84"",""82"",""110"",""119"",""113""]",0,74,"[""Robot"",""Tabla de surf"",""Lentes""]",2,0,12,12,12,1,0,1,1,0,0,"[25,50,0,0]","[0,25,50,0]","[3,4,3,0]","[7,5,4,0]",329
188,11,90,7,7,529,52.9686,27.301,33.5678,4.53355,3.46673,7.31708,9,7,17,1,3,7,3,0,3,11,3.67,2,121,11,0,0,27,3,0,8,1,0,65,20,0,4,2,0,2,"[""3"",""14"",""25"",""22"",""56"",""50"",""69"",""73"",""82"",""110"",""127"",""113"",""140"",""154"",""147"",""168"",""193"",""204"",""218"",""215"",""Coin182"",""Coin222""]",1,81,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,11,12,12,1,0,0,1,0,0,"[0,50,0,0]","[0,25,25,0]","[4,3,5,0]","[6,8,8,0]",226
189,11,82,3,1,258,90.667,51.0011,83.5675,4.0003,4.8501,2.70097,5,8,7,1,3,3,4,2,1,6.67,2.33,2.33,234,11,4,0,29,1,0,9,0,0,81,14,0,10,2,0,8,"[""3"",""59"",""56"",""50"",""69"",""73"",""82"",""110"",""113"",""140"",""154"",""168"",""182"",""193"",""Coin218"",""Coin215""]",0,72,"[""Tabla de surf"",""Robot"",""Alcancia""]",2,0,11,12,12,7,0,0,2,0,0,"[0,25,25,0]","[50,0,0,0]","[1,3,3,0]","[6,10,11,0]",360
190,11,70,6,4,416,43.8679,40.6514,44.4512,1.08325,4.86696,1.75006,0,1,6,0,0,3,0,0,2,2.33,1,0.67,142,11,1,0,27,3,0,8,1,0,49,11,0,13,1,0,12,"[""3"",""14"",""25"",""22"",""50"",""73"",""69"",""110"",""218"",""222"",""154"",""Coin127""]",0,69,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,12,11,0,1,0,0,0,0,0,"[50,50,0,0]","[0,25,0,0]","[4,3,0,0]","[8,5,0,0]",221
191,11,156,3,3,423,55.5176,29.8841,5.58294,4.05024,3.61699,4.36645,4,14,6,1,5,5,0,1,2,8,3.67,1,99,11,0,0,25,3,2,7,1,1,60,15,0,9,5,1,4,"[""222"",""218"",""215"",""193"",""204"",""147"",""182"",""3"",""25"",""82"",""73"",""59"",""127"",""110"",""63"",""Coin22"",""Coin14"",""Coin154"",""Coin129"",""Coin50"",""Coin69""]",0,107,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,11,12,12,2,0,0,0,0,0,"[0,25,25,0]","[50,25,50,0]","[2,3,2,0]","[5,10,11,0]",264
192,11,134,4,5,406,36.2996,62.7662,39.033,1.78333,2.71661,1.98313,5,13,7,0,4,4,0,0,3,8.33,2.67,1,157,8,4,3,28,1,1,8,1,0,49,15,0,9,6,0,3,"[""3"",""14"",""22"",""25"",""50"",""56"",""59"",""63"",""73"",""82"",""110"",""127"",""140"",""147"",""154"",""Coin168"",""Coin182"",""Coin204"",""Coin215"",""Coin218"",""Coin222""]",0,85,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,10,12,12,1,1,0,1,2,0,"[25,25,50,0]","[25,50,25,0]","[3,5,4,0]","[6,10,9,0]",277
193,11,102,4,6,453,72.8184,64.7345,65.6179,1.86695,4.78349,11.9002,7,7,10,1,5,5,0,1,0,8,3.67,0.33,212,11,0,0,26,4,0,8,1,0,46,16,0,8,2,0,6,"[""3"",""50"",""82"",""113"",""193"",""147"",""69"",""25"",""22"",""56"",""218"",""215"",""222"",""110"",""63"",""14"",""Coin140"",""Coin127""]",0,88,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,11,11,12,1,0,1,0,0,0,"[25,50,25,0]","[50,50,25,0]","[3,4,4,0]","[5,5,5,0]",217
194,11,86,6,4,506,55.7824,30.0336,45.1169,1.18373,3.61703,4.7667,18,53,12,5,44,8,1,9,1,27.67,19,3.67,138,11,13,0,28,0,2,9,0,0,59,14,2,10,0,0,10,"[""3"",""14"",""32"",""25"",""22"",""63"",""59"",""56"",""50"",""73"",""82"",""87"",""113"",""127"",""154"",""147""]",0,66,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,11,11,12,7,0,0,4,0,0,"[50,25,25,0]","[25,50,25,0]","[2,5,4,0]","[5,6,7,0]",287
195,10,81,4,6,463,49.7667,49.8349,63.3519,12.7654,5.93356,10.8836,4,14,7,0,7,3,0,1,0,8.33,3.33,0.33,174,10,6,1,26,2,2,7,2,0,53,10,0,14,10,0,4,"[""3"",""14"",""25"",""22"",""59"",""56"",""73"",""69"",""63"",""50"",""Coin110"",""Coin113"",""Coin140"",""Coin154"",""Coin147"",""Coin168"",""Coin182"",""Coin193"",""Coin204"",""Coin218""]",0,126,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,10,12,12,1,0,0,1,0,0,"[0,25,50,0]","[25,25,25,0]","[1,3,2,0]","[8,9,10,0]",255
196,10,89,2,1,276,79.3009,79.6677,75.8677,4.91655,8.85012,9.45016,23,13,7,1,4,3,1,1,1,14.33,2.67,1,242,11,5,0,23,5,2,5,4,0,86,12,0,12,3,1,9,"[""3"",""14"",""22"",""25"",""59"",""69"",""73"",""82"",""113"",""193"",""204"",""127"",""Coin185"",""Coin182"",""Coin218"",""Coin215""]",0,98,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,0,12,2,0,1,0,0,1,"[25,0,25,0]","[25,0,50,0]","[4,0,5,0]","[4,0,4,0]",364
197,11,80,5,6,484,44.3518,58.6022,40.7849,9.33373,3.60025,2.6501,4,7,8,2,0,4,0,1,1,6.33,2,0.67,151,10,7,1,26,2,2,8,1,0,49,14,2,10,0,1,10,"[""137"",""126"",""127"",""110"",""63"",""59"",""73"",""69"",""56"",""22"",""50"",""113"",""82"",""3"",""14"",""25"",""Coin20""]",0,72,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,12,12,12,2,0,0,1,0,0,"[75,25,25,0]","[0,50,25,0]","[1,4,3,0]","[8,9,6,0]",237
198,10,119,4,4,464,75.4604,51.9338,48.4004,3.03339,5.5668,13.9834,13,20,16,1,9,10,0,1,1,16.33,6.67,0.67,184,11,0,0,19,6,5,6,3,0,113,10,0,14,0,0,14,"[""182"",""147"",""3"",""14"",""140"",""113"",""218"",""215"",""82"",""50""]",0,75,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,0,0,11,0,1,1,0,0,1,"[0,0,0,0]","[0,0,25,0]","[0,0,4,0]","[0,0,0,0]",275
199,10,130,7,7,631,74.236,35.768,37.7346,3.08344,5.81697,2.2501,17,9,14,1,4,9,5,0,4,13.33,4.67,3,154,11,0,0,30,0,0,9,0,0,52,12,0,12,0,0,12,"[""222"",""204"",""147"",""82"",""50"",""3"",""63"",""59"",""14"",""110"",""193"",""154""]",0,68,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,10,12,12,2,0,0,0,0,0,"[25,25,50,0]","[0,50,50,0]","[3,3,4,0]","[8,8,7,0]",276
200,10,110,5,5,466,50.2503,38.5336,29.7336,1.60003,11.3667,5.88339,4,6,4,1,3,1,0,0,0,4.67,1.67,0,126,11,0,0,22,6,2,6,3,0,74,14,0,10,10,0,0,"[""3"",""14"",""25"",""22"",""56"",""82"",""50"",""140"",""154"",""147"",""204"",""218"",""215"",""222"",""Coin69"",""Coin113"",""Coin193"",""Coin182"",""Coin168"",""Coin127"",""Coin110"",""Coin63"",""Coin59"",""Coin73""]",0,246,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,11,12,12,1,0,0,1,0,0,"[0,25,25,0]","[50,25,0,0]","[2,4,3,0]","[6,0,0,0]",333
201,12,98,2,4,350,144.018,93.9015,84.5968,2.00006,19.1003,4.95001,14,31,24,1,12,12,0,2,1,23,8.33,1,330,11,4,0,29,1,0,8,1,0,67,7,0,17,11,1,6,"[""113"",""50"",""218"",""154"",""127"",""82"",""63"",""Coin110"",""Coin3"",""Coin14"",""Coin25"",""Coin22"",""Coin182"",""Coin193"",""Coin204"",""Coin140"",""Coin75"",""Coin56"",""Coin69""]",0,148,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,10,12,7,1,0,4,0,0,"[25,50,25,0]","[25,25,25,0]","[2,1,3,0]","[6,3,7,0]",344
202,8,53,4,3,320,21.8656,30.4844,8.86707,2.33162,5.20016,6.2336,15,5,7,7,3,6,4,1,1,9,5.33,2,69,8,30,3,29,1,0,9,0,0,118,10,0,14,6,0,8,"[""14"",""63"",""110"",""154"",""59"",""50"",""127"",""222"",""218"",""215"",""Coin193"",""Coin182"",""Coin147"",""Coin56"",""Coin25"",""Coin22""]",0,103,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,7,8,7,4,2,0,1,2,0,"[25,25,50,0]","[50,50,25,0]","[3,3,1,0]","[7,7,5,0]",242
203,7,67,3,3,278,67.2182,49.5237,45.9344,1.83341,5.75002,6.10007,18,20,24,0,7,12,3,3,4,20.67,6.33,3.33,171,11,16,0,29,1,0,8,1,0,86,11,0,13,4,0,9,"[""3"",""22"",""25"",""14"",""63"",""59"",""50"",""69"",""73"",""82"",""110"",""Coin127"",""Coin140"",""Coin204"",""Coin218""]",0,95,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,8,8,9,0,0,0,0,0,0,"[50,50,75,0]","[25,25,0,0]","[3,3,2,0]","[3,4,3,0]",223
204,7,138,4,4,396,22.0008,39.3514,55.3353,6.66697,22.3842,16.8839,12,11,32,2,7,20,0,2,3,18.33,9.67,1.67,129,11,0,0,25,5,0,7,2,0,68,8,12,16,6,9,10,"[""193"",""130"",""82"",""51"",""3"",""50"",""49"",""113"",""129"",""182"",""164"",""133"",""140"",""127"",""118"",""116"",""115"",""100"",""103"",""119"",""Coin69"",""Coin22"",""Coin23"",""Coin4"",""Coin8"",""Coin25"",""Coin73"",""Coin89"",""Coin43"",""Coin59"",""Coin126"",""Coin110"",""Coin112"",""Coin109"",""Coin122""]",0,85,"[""Robot"",""Sombrero"",""Tabla de surf""]",2,0,8,9,9,2,1,0,2,0,0,"[50,75,25,0]","[25,0,50,0]","[1,2,3,0]","[4,6,6,0]",230
205,8,57,4,3,405,86.5852,52.7676,45.0176,20.3339,8.43349,6.28347,5,19,14,0,9,8,0,0,2,12.67,5.67,0.67,192,11,6,0,29,1,0,9,0,0,90,10,1,14,1,1,13,"[""218"",""193"",""56"",""140"",""154"",""222"",""127"",""110"",""3"",""116"",""204"",""Coin148"",""Coin147""]",0,69,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,9,8,9,1,1,0,1,0,1,"[75,75,25,0]","[25,0,50,0]","[1,3,3,0]","[4,5,4,0]",242
206,7,27,2,2,251,96.6348,160.436,26.8341,12.2668,3.71675,3.88366,34,173,29,5,112,25,8,30,9,78.67,47.33,15.67,291,11,6,0,24,6,0,8,1,0,83,7,3,17,0,0,17,"[""25"",""3"",""154"",""113"",""121"",""10"",""147"",""222"",""218"",""214""]",1,67,"[""Robot"",""Alcancia"",""Sombrero""]",1,0,6,8,5,5,1,0,1,0,0,"[50,50,50,0]","[25,25,50,0]","[3,1,1,0]","[4,3,4,0]",253
207,8,63,3,2,432,20.534,10.1503,21.8673,4.03332,4.25015,1.71678,9,7,5,6,4,4,2,1,2,7,4.67,1.67,60,11,5,0,20,7,3,6,0,3,66,12,3,12,1,0,11,"[""219"",""168"",""167"",""118"",""14"",""182"",""193"",""218"",""22"",""3"",""113"",""147"",""215"",""154"",""127"",""Coin140""]",1,68,"[""Robot"",""Tabla de surf"",""Lentes""]",2,0,7,7,6,3,0,1,0,0,1,"[25,25,25,0]","[25,50,50,0]","[2,4,3,0]","[3,5,4,0]",234
208,7,79,4,5,425,49.7018,59.1354,26.3343,8.417,30.8344,6.18355,27,20,11,10,9,5,2,1,0,19.33,8,1,142,6,19,5,22,4,4,7,2,0,79,15,0,9,5,0,4,"[""222"",""204"",""218"",""215"",""69"",""113"",""50"",""3"",""22"",""56"",""110"",""127"",""193"",""147"",""82"",""Coin14"",""Coin59"",""Coin73"",""Coin154"",""Coin182""]",0,178,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,7,9,9,0,0,0,1,2,0,"[50,50,25,0]","[25,25,75,0]","[3,4,3,0]","[0,0,0,0]",213
209,8,65,4,4,532,94.7674,135.551,14.7165,15.9169,7.49991,2.68338,12,28,5,0,14,1,0,2,0,15,5,0.67,262,9,10,2,21,3,6,7,1,1,93,10,5,14,5,6,9,"[""14"",""10"",""3"",""20"",""22"",""39"",""54"",""89"",""69"",""218"",""215"",""193"",""204"",""182"",""168"",""Coin155"",""Coin157"",""Coin154"",""Coin147"",""Coin145"",""Coin113"",""Coin133"",""Coin140"",""Coin143"",""Coin127"",""Coin119""]",0,92,"[""Tabla de surf"",""Alcancia"",""Sombrero""]",1,0,5,8,9,0,0,0,0,0,0,"[25,50,50,0]","[50,50,25,0]","[1,1,3,0]","[1,6,5,0]",211
210,7,50,2,2,291,55.3511,42.184,10.8669,3.40036,4.48342,2.31673,5,27,5,1,15,4,0,2,0,12.33,6.67,0.67,117,5,41,6,13,10,7,4,3,2,143,8,0,16,0,0,16,"[""193"",""140"",""127"",""59"",""25"",""50"",""222"",""182""]",0,71,"[""Robot"",""Carrito"",""Alcancia""]",2,0,9,8,9,10,0,0,4,0,0,"[50,25,25,0]","[25,50,50,0]","[3,3,3,0]","[5,8,5,0]",238
211,8,69,5,4,497,100.104,36.3515,88.4825,3.2668,3.46681,2.01681,11,6,8,4,4,7,3,0,3,8.33,5,2,233,11,1,0,16,12,2,5,3,1,65,10,1,14,11,0,3,"[""32"",""218"",""215"",""204"",""222"",""140"",""127"",""110"",""14"",""3"",""22"",""Coin63"",""Coin59"",""Coin56"",""Coin50"",""Coin73"",""Coin69"",""Coin82"",""Coin154"",""Coin147"",""Coin168"",""Coin182""]",0,155,"[""Robot"",""Tabla de surf"",""Robot""]",3,99.99,8,9,9,0,0,0,0,2,0,"[25,50,50,0]","[50,50,25,0]","[2,4,1,0]","[7,6,4,0]",279
212,7,155,2,2,424,126.805,54.402,36.8015,11.0836,31.2678,16.1341,12,26,11,2,14,7,0,2,4,16.33,7.67,2,226,11,8,0,20,7,3,7,2,0,201,4,6,20,0,0,20,"[""127"",""215"",""119"",""12"",""10"",""56"",""69"",""219"",""32"",""84""]",0,88,"[""Carrito"",""Tabla de surf"",""Robot""]",3,99.99,0,0,7,0,0,1,0,0,0,"[0,0,50,0]","[0,0,25,0]","[0,0,0,0]","[0,0,1,0]",167
213,9,140,3,3,407,10.2502,11.7335,62.2175,3.95009,2.86663,4.35005,9,11,17,4,8,8,0,1,1,12.33,6.67,0.67,93,9,41,2,26,3,1,7,1,1,53,5,3,19,16,0,3,"[""208"",""207"",""137"",""3"",""222"",""218"",""59"",""73"",""Coin50"",""Coin25"",""Coin14"",""Coin110"",""Coin193"",""Coin215"",""Coin204"",""Coin182"",""Coin168"",""Coin154"",""Coin127"",""Coin56"",""Coin22"",""Coin113"",""Coin82"",""Coin140""]",0,392,[],0,0,7,9,9,0,0,0,0,0,1,"[0,50,25,0]","[75,50,50,0]","[1,3,2,0]","[1,6,6,0]",228
214,7,90,4,2,381,110.835,42.567,5.20014,9.61673,14.0843,3.41671,29,19,6,5,11,4,4,2,1,18,6.67,2.33,169,6,56,5,24,3,3,7,1,1,113,11,1,13,6,0,7,"[""3"",""10"",""25"",""22"",""63"",""59"",""56"",""50"",""69"",""73"",""82"",""110"",""Coin127"",""Coin154"",""Coin147"",""Coin193"",""Coin204"",""Coin215""]",0,121,"[""Tabla de surf"",""Carrito"",""Carrito""]",3,99.99,8,8,7,6,0,0,1,0,0,"[50,50,50,0]","[25,50,50,0]","[3,3,2,0]","[5,6,4,0]",383
215,7,107,4,3,464,104.15,79.0328,97.4505,3.43341,6.63362,4.5674,14,17,11,0,8,4,2,4,2,14,4,2.67,316,10,14,1,24,2,4,7,1,1,90,7,10,17,9,1,8,"[""109"",""80"",""31"",""122"",""156"",""141"",""12"",""45"",""59"",""127"",""110"",""140"",""88"",""73"",""90"",""25"",""22"",""Coin143"",""Coin63"",""Coin14"",""Coin154"",""Coin168"",""Coin182"",""Coin215"",""Coin204"",""Coin222"",""Coin218""]",1,96,"[""Robot"",""Lentes"",""Alcancia""]",1,0,6,9,9,3,2,0,2,0,0,"[25,25,25,0]","[25,50,75,0]","[0,2,2,0]","[3,3,3,0]",316
216,7,239,2,1,184,90.8846,73.4511,77.9669,2.11669,4.81751,7.10001,5,14,17,1,7,10,0,2,2,12,6,1.33,252,6,47,5,22,3,5,8,0,1,247,12,0,12,2,0,10,"[""154"",""110"",""127"",""63"",""3"",""50"",""193"",""82"",""113"",""59"",""25"",""22"",""Coin73"",""Coin56""]",2,85,"[""Robot"",""Tabla de surf"",""Sombrero""]",2,0,9,9,9,10,10,0,4,4,2,"[25,50,50,0]","[25,50,50,0]","[7,2,3,0]","[7,11,5,0]",387
217,7,125,3,3,307,113.868,53.2004,62.4672,4.01672,4.83337,29.1501,19,21,18,3,10,7,4,1,1,19.33,6.67,2,239,11,3,0,26,3,1,7,2,0,123,18,1,6,2,0,4,"[""219"",""222"",""140"",""154"",""182"",""168"",""215"",""193"",""113"",""147"",""82"",""50"",""69"",""25"",""14"",""3"",""22"",""73"",""56"",""Coin218"",""Coin204""]",0,78,"[""Tabla de surf"",""Robot"",""Cubeta""]",2,0,9,7,9,10,0,1,4,0,0,"[0,50,25,0]","[75,25,50,0]","[6,2,1,0]","[5,7,7,0]",410
218,7,216,3,3,379,101.068,80.3177,17.3335,36.7172,11.8169,8.43341,15,49,7,1,31,3,0,5,0,23.67,11.67,1.67,212,7,11,4,19,2,9,5,0,3,118,4,0,20,15,3,5,"[""204"",""154"",""140"",""69"",""Coin203"",""Coin182"",""Coin193"",""Coin168"",""Coin110"",""Coin22"",""Coin135"",""Coin14"",""Coin60"",""Coin63"",""Coin218"",""Coin222"",""Coin215"",""Coin147"",""Coin50"",""Coin59"",""Coin25"",""Coin3""]",0,236,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,9,0,9,10,0,10,4,0,4,"[25,0,50,0]","[25,0,25,0]","[4,0,5,0]","[4,0,6,0]",433
219,7,139,4,3,572,84.4352,90.6517,35.2675,22.7838,7.41682,7.83356,24,21,19,6,13,12,1,1,5,21.33,10.33,2.33,219,11,31,0,22,5,3,7,0,2,112,9,0,15,12,0,3,"[""204"",""113"",""50"",""25"",""56"",""73"",""59"",""193"",""3"",""Coin154"",""Coin182"",""Coin218"",""Coin110"",""Coin147"",""Coin222"",""Coin168"",""Coin22"",""Coin14"",""Coin215"",""Coin82"",""Coin69""]",0,249,[],0,0,0,0,8,0,0,8,0,0,2,"[0,0,25,0]","[0,0,25,0]","[0,0,3,0]","[0,0,5,0]",344
220,8,7,2,1,687,58.3494,46.3324,8.71651,2.96667,2.88287,3.7999,21,55,11,5,29,9,5,7,1,29,14.33,4.33,121,4,27,7,16,13,1,1,8,0,181,0,0,24,10,11,14,"[""Coin113"",""Coin197"",""Coin119"",""Coin50"",""Coin84"",""Coin116"",""Coin145"",""Coin133"",""Coin219"",""Coin218"",""Coin110"",""Coin154"",""Coin155"",""Coin157"",""Coin49"",""Coin69"",""Coin54"",""Coin56"",""Coin59"",""Coin82"",""Coin63""]",0,246,"[""Alcancia"",""Linterna""]",0,0,5,0,6,5,0,3,2,0,2,"[0,0,25,0]","[25,0,25,0]","[3,0,2,0]","[2,0,3,0]",263
221,7,32,3,1,415,75.0856,28.7006,4.14989,4.50015,6.99983,2.5,34,21,9,7,14,6,7,3,3,21.33,9,4.33,117,5,76,6,19,11,0,1,8,0,194,11,1,13,7,1,6,"[""208"",""222"",""218"",""215"",""63"",""14"",""3"",""25"",""56"",""154"",""82"",""193"",""Coin147"",""Coin113"",""Coin22"",""Coin50"",""Coin127"",""Coin110"",""Coin93"",""Coin73""]",0,137,"[""AletasUnPack"",""Alcancia"",""Tabla de surf""]",1,0,9,9,8,10,10,2,4,4,1,"[25,25,25,0]","[25,25,50,0]","[6,4,3,0]","[1,3,2,0]",353
222,6,107,3,1,433,154.196,23.8326,10.3117,33.6154,6.96634,5.11119,16,16,10,2,11,8,0,1,2,14,7,1,198,5,16,6,23,6,1,9,2,0,102,4,4,20,0,0,20,"[""93"",""59"",""25"",""22"",""116"",""54"",""50"",""119""]",0,70,"[""Tabla de surf"",""Robot"",""Globo Terraqueo""]",2,0,9,9,8,10,10,3,3,4,2,"[0,25,25,0]","[0,50,25,0]","[2,2,2,0]","[1,0,2,0]",371
223,5,6,2,2,520,34.7324,71.4814,47.6174,3.86642,5.9658,3.9831,12,32,19,6,18,16,3,2,5,21,13.33,3.33,177,9,48,2,16,10,4,4,4,1,139,8,1,16,11,3,5,"[""219"",""218"",""204"",""222"",""154"",""182"",""215"",""73"",""127"",""Coin22"",""Coin168"",""Coin147"",""Coin119"",""Coin113"",""Coin14"",""Coin84"",""Coin59"",""Coin69"",""Coin50"",""Coin3"",""Coin12"",""Coin63"",""Coin193""]",0,284,"[""Tabla de surf"",""BotasUnPack"",""Robot""]",2,0,5,9,8,3,1,2,1,0,2,"[75,50,50,0]","[0,25,25,0]","[1,3,5,0]","[4,4,3,0]",372
224,12,55,4,3,256,41.0506,41.2506,31.2171,3.18339,3.91688,2.71674,15,12,29,2,4,15,3,1,3,18.67,7,2.33,121,11,63,0,28,2,0,8,1,0,48,16,0,8,0,0,8,"[""3"",""14"",""22"",""25"",""63"",""69"",""59"",""50"",""82"",""73"",""218"",""222"",""193"",""168"",""154"",""127""]",1,68,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,12,12,12,7,0,0,4,1,1,"[25,50,50,0]","[25,25,25,0]","[8,4,3,0]","[8,6,3,0]",218
225,12,51,5,4,327,56.3523,25.3177,6.46683,1.48343,5.80026,3.98341,3,9,6,1,6,5,0,2,2,6,4,1.33,98,10,18,1,27,2,1,7,1,1,50,22,0,2,1,0,1,"[""3"",""14"",""73"",""154"",""140"",""222"",""127"",""63"",""59"",""56"",""50"",""204"",""25"",""22"",""147"",""215"",""218"",""182"",""110"",""168"",""193"",""113"",""Coin82""]",0,100,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,12,12,12,7,0,0,4,0,1,"[0,25,25,0]","[50,50,25,0]","[4,3,3,0]","[6,7,6,0]",250
226,11,61,4,6,355,36.9175,26.5838,12.6668,11.2004,1.93323,1.80004,5,9,7,2,3,3,0,0,2,7,2.67,0.67,84,10,36,1,26,4,0,9,0,0,46,19,0,5,4,0,1,"[""222"",""218"",""215"",""193"",""204"",""182"",""168"",""154"",""147"",""140"",""127"",""113"",""110"",""82"",""73"",""63"",""59"",""56"",""50"",""Coin25"",""Coin22"",""Coin3"",""Coin14""]",0,78,"[""Tabla de surf"",""Tabla de surf"",""Carrito""]",3,99.99,12,12,12,0,0,0,1,1,0,"[25,50,50,0]","[25,25,25,0]","[3,3,3,0]","[8,12,10,0]",225
227,11,53,4,4,337,34.4025,28.6331,25.0333,6.51949,1.78331,2.06646,12,7,13,0,4,8,4,0,5,10.67,4,3,97,11,2,0,28,2,0,8,1,0,48,17,0,7,3,0,4,"[""154"",""140"",""168"",""82"",""50"",""22"",""69"",""59"",""63"",""110"",""127"",""204"",""215"",""222"",""182"",""147"",""56"",""Coin218"",""Coin193"",""Coin3""]",0,107,"[""Tabla de surf"",""Alcancia"",""Robot""]",2,0,12,11,12,7,1,0,4,0,0,"[25,0,50,0]","[0,50,25,0]","[3,2,3,0]","[4,5,5,0]",258
228,11,51,5,3,316,29.5503,52.8504,76.3178,1.81669,2.36743,1.90054,10,7,11,2,1,3,3,0,2,9.33,2,1.67,166,11,0,0,22,4,4,7,1,1,59,14,1,10,7,0,3,"[""182"",""222"",""218"",""215"",""204"",""168"",""154"",""147"",""137"",""140"",""127"",""113"",""110"",""73"",""69"",""Coin50"",""Coin56"",""Coin59"",""Coin63"",""Coin22"",""Coin14"",""Coin3""]",0,94,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,11,12,12,0,0,0,0,0,0,"[25,50,0,0]","[25,25,50,0]","[3,4,5,0]","[6,5,7,0]",245
229,11,42,4,2,329,41.7348,47.3519,37.3679,3.33351,2.9836,4.33318,13,14,14,7,1,7,4,1,1,13.67,5,2,134,10,3,1,29,1,0,8,1,0,112,12,0,12,3,0,9,"[""110"",""218"",""215"",""168"",""140"",""63"",""59"",""73"",""56"",""69"",""50"",""82"",""Coin22"",""Coin3"",""Coin14""]",0,92,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,12,12,12,7,0,0,1,0,0,"[0,25,25,0]","[25,25,25,0]","[3,2,2,0]","[8,10,9,0]",291
230,11,36,6,4,368,54.5677,49.3009,60.6012,3.26677,3.28339,1.81674,31,7,23,11,3,12,3,0,1,20.33,8.67,1.33,172,11,0,0,29,1,0,8,1,0,66,12,2,12,3,0,9,"[""12"",""32"",""25"",""3"",""113"",""193"",""82"",""50"",""69"",""22"",""73"",""154"",""59"",""140"",""Coin222"",""Coin127"",""Coin63""]",0,76,"[""Tabla de surf"",""Carrito"",""Alcancia""]",2,0,12,12,12,7,0,0,4,2,2,"[25,25,25,0]","[50,0,25,0]","[7,4,5,0]","[9,10,9,0]",279
